Voyage ID,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Total embarked,Total disembarked,Year of arrival at port of disembarkation,Percent men,Percent women,Percent children,Slaves died during middle passage,Mortality rate,Slaves outcome label
90586,William,Liverpool,Bonny,324,277,1757,,,,,,Slaves disembarked in Americas
90587,William,Liverpool,New Calabar,235,172,1758,,,,,,Slaves disembarked in Americas
90588,Lyon,Liverpool,Gambia,230,197,1756,,,,,,Slaves disembarked in Americas
90589,Bower,Liverpool,"Windward Coast, port unspecified",169,145,1755,,,,,,Slaves disembarked in Americas
90590,Young Foster,Liverpool,"Windward Coast, port unspecified",246,211,1756,,,,,,Slaves disembarked in Americas
90591,Young Foster,Liverpool,"Windward Coast, port unspecified",317,271,1758,,,,,,Slaves disembarked in Americas
90592,Young Foster,Liverpool,Anomabu,223,191,1759,,,,,,Slaves disembarked in Americas
90593,Young Foster,Liverpool,"Windward Coast, port unspecified",148,127,1761,,,,,,Slaves disembarked in Americas
90594,King George,Liverpool,Bonny,417,340,1756,,,,,,Slaves disembarked in Americas
90595,King George,Liverpool,"West Central Africa and St. Helena, port unspecified",352,288,1756,,,,,,Slaves disembarked in Americas
90596,Molly,Liverpool,"West Central Africa and St. Helena, port unspecified",230,197,1755,,,,,,Slaves disembarked in Americas
90597,Nicholas,Liverpool,"Windward Coast, port unspecified",244,209,1756,0.48804,0.16746,0.3445,,,Slaves disembarked in Americas
90598,Hopewell,Liverpool,Bonny,327,267,1756,,,,,,Slaves disembarked in Americas
90599,Ryder,Liverpool,Gambia,306,250,1756,,,,,,Slaves disembarked in Americas
90600,Ryder,Liverpool,Gambia,331,283,1740,,,,,,Slaves disembarked in Americas
90601,Ryder,Liverpool,Gambia,281,240,1744,,,,,,Slaves disembarked in Americas
90603,Ryder,Liverpool,Gabon,276,209,1752,,,,,,Slaves disembarked in Americas
90604,Ryder,Liverpool,"Africa., port unspecified",264,200,1755,,,,,,Slaves disembarked in Americas
90605,Quester,Liverpool,"Windward Coast, port unspecified",171,151,1755,,,,,,Slaves disembarked in Americas
90606,Dolly,Liverpool,Gambia,100,104,1756,,,,,,Slaves disembarked in Americas
90607,Willy,Liverpool,Gambia,150,128,1756,,,,,,Slaves disembarked in Americas
90608,Charming Betty,Liverpool,"Gold Coast, port unspecified",83,65,1759,,,,,,Slaves disembarked in Americas
90609,Royal Family,Liverpool,"Windward Coast, port unspecified",40,31,1756,,,,,,Slaves disembarked in Americas
90612,Royal Family,Liverpool,"Windward Coast, port unspecified",166,133,1758,,,,,,Slaves disembarked in Americas
90613,Polly,Liverpool,"West Central Africa and St. Helena, port unspecified",449,390,1756,,,,,,Slaves disembarked in Americas
90614,Thomas,Liverpool,Gambia,50,39,1756,,,,,,Slaves disembarked in Americas
90615,Prince Tom,Liverpool,"West Central Africa and St. Helena, port unspecified",298,255,1756,,,,,,Slaves disembarked in Americas
90616,John,Liverpool,"Windward Coast, port unspecified",282,250,1760,,,,,,Slaves disembarked in Americas
90617,John,Liverpool,Iles de Los,250,222,1761,,,,,,Slaves disembarked in Americas
90618,Little Dicky,Liverpool,Gambia,148,131,1756,,,,,,"Slaves embarked, transhipped or no further record"
90619,Phoebe,Liverpool,Gambia,230,197,1756,,,,,,Slaves disembarked in Americas
90620,Phoebe,Liverpool,"Africa., port unspecified",230,197,1757,,,,,,Slaves disembarked in Americas
90621,Phoebe,Liverpool,Gambia,180,161,1758,0.50714,0.17143,0.32143,19,0.11,Slaves disembarked in Americas
90622,Phoebe,Liverpool,Gambia,180,154,1760,,,,,,Slaves disembarked in Americas
90623,Tom,Liverpool,Calabar,55,43,1756,,,,,,Slaves disembarked in Americas
90624,Sea Nymph,Liverpool,Calabar,299,256,1757,,,,,,Slaves disembarked in Americas
90625,Schemer,Liverpool,"Windward Coast, port unspecified",230,197,1756,,,,,,Slaves disembarked in Americas
90626,Salisbury,Liverpool,Danish Gold Coast,144,120,1757,,,,,,Slaves disembarked in Americas
90627,Salisbury,Liverpool,,,,1758,,,,,,No slaves embarked
90628,Shaw,Liverpool,Bonny,283,231,1757,,,,,,Slaves disembarked in Americas
90629,Nancy,Liverpool,Bonny,453,370,1756,,,,,,Slaves disembarked in Americas
90630,Nancy,Liverpool,Bonny,382,312,1758,,,,,,Slaves disembarked in Americas
90631,Nancy,Liverpool,Bonny,352,287,1759,,,,,,Slaves disembarked in Americas
90632,Nancy,Liverpool,Bonny,352,287,1761,,,,,,Slaves disembarked in Americas
90633,Nancy,Liverpool,Bonny,352,287,1762,,,,,,Slaves disembarked in Americas
90634,Nancy,Liverpool,Bonny,355,290,1764,,,,,,Slaves disembarked in Americas
90635,Nancy,Liverpool,Bonny,352,287,1765,,,,,,Slaves disembarked in Americas
90636,Fortune,Liverpool,Bonny,400,326,1757,,,,,,Slaves disembarked in Americas
90637,Betty,Liverpool,"Windward Coast, port unspecified",180,160,1757,,,,,,Slaves disembarked in Americas
90638,Betty,Liverpool,,,,1757,,,,,,No slaves embarked
90639,Judith,Liverpool,"West Central Africa and St. Helena, port unspecified",429,350,1757,,,,,,Slaves disembarked in Americas
90640,Judith,Liverpool,"West Central Africa and St. Helena, port unspecified",419,381,1758,0.40157,0.1811,0.41732,38,0.09,Slaves disembarked in Americas
90641,Charming Nancy,Liverpool,Gambia,230,197,1757,,,,,,Slaves disembarked in Americas
90642,Ranger,Liverpool,"Gold Coast, port unspecified",352,288,1757,,,,,,Slaves disembarked in Americas
90643,Lintot,Liverpool,Calabar,230,197,1757,,,,,,Slaves disembarked in Americas
90644,Nancy,Liverpool,"Windward Coast, port unspecified",70,62,1756,,,,,,Slaves disembarked in Americas
90645,Enterprize,Liverpool,Benin,83,65,1756,,,,,,Slaves disembarked in Americas
90647,Lydia,Liverpool,Anomabu,340,291,1757,,,,,,Slaves disembarked in Americas
90648,Charming Esther,Liverpool,"Gold Coast, port unspecified",238,204,1760,,,,,,Slaves disembarked in Americas
90649,Thomas,Liverpool,Gambia,50,40,1757,,,,,,"Slaves embarked, transhipped or no further record"
90650,Bulkeley,Liverpool,Sherbro,250,214,1756,,,,,,Slaves disembarked in Americas
90651,Elizabeth and Mary,Liverpool,"Windward Coast, port unspecified",50,43,1756,,,,,,Slaves disembarked in Americas
90652,Racoon,Liverpool,Cameroons,83,65,1756,,,,,,Slaves disembarked in Americas
90653,Perfect,Liverpool,"Windward Coast, port unspecified",148,127,1757,,,,,,Slaves disembarked in Americas
90654,Alice,Liverpool,Gambia,45,40,1756,,,,,,Slaves disembarked in Americas
90655,Phoenix,Liverpool,Bonny,352,,1757,,,,,,Slaves disembarked in Old World
90656,Ann,Liverpool,"West Central Africa and St. Helena, port unspecified",357,306,1756,,,,,,Slaves disembarked in Americas
90657,Ann,Liverpool,Sierra Leone estuary,230,197,1759,,,,,,Slaves disembarked in Americas
90658,Ann,Liverpool,Calabar,230,197,1761,,,,,,Slaves disembarked in Americas
90659,Willy,Liverpool,Gambia,70,,1757,,,,,,"Slaves embarked, transhipped or no further record"
90660,Thomas,Liverpool,Gambia,210,180,1757,,,,,,Slaves disembarked in Americas
90661,Molly,Liverpool,Bonny,460,375,1758,,,,,,Slaves disembarked in Americas
90662,Nestor,Liverpool,"Africa., port unspecified",353,288,1759,,,,,,Slaves disembarked in Americas
90663,Quester,Liverpool,,,,1757,,,,,,No slaves embarked
90664,Liberty,Liverpool,"West Central Africa and St. Helena, port unspecified",629,513,1758,,,,,,Slaves disembarked in Americas
90665,Liberty,Liverpool,"West Central Africa and St. Helena, port unspecified",674,550,1758,,,,,,Slaves disembarked in Americas
90666,Swallow,Liverpool,"Windward Coast, port unspecified",171,151,1757,,,,,,"Slaves embarked, transhipped or no further record"
90667,Middleton,Liverpool,"Windward Coast, port unspecified",228,186,1758,,,,,,Slaves disembarked in Americas
90668,Middleton,Liverpool,Anomabu,235,155,1760,,,,80,0.34,Slaves disembarked in Americas
90669,Mary,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",336,288,1760,,,,,,Slaves disembarked in Americas
90670,Mary,Liverpool,Bonny,228,128,1760,,,,100,0.44,Slaves disembarked in Americas
90671,Cavendish,Liverpool,"Windward Coast, port unspecified",170,151,1757,,,,,,Slaves disembarked in Americas
90672,Blackburne,Liverpool,Bonny,466,380,1758,,,,,,Slaves disembarked in Americas
90673,Blackburne,Liverpool,Bonny,352,287,1759,,,,,,Slaves disembarked in Americas
90674,Blackburne,Liverpool,Bonny,700,170,1761,,,,530,0.76,Slaves disembarked in Americas
90675,Vianna,Liverpool,"Windward Coast, port unspecified",700,599,1757,,,,,,Slaves disembarked in Americas
90676,Quester,Liverpool,"Windward Coast, port unspecified",98,87,1757,,,,,,Slaves disembarked in Americas
90677,Triton,Liverpool,,,,1757,,,,,,No slaves embarked
90678,Pompadour,Liverpool,Anomabu,530,490,1758,,,,40,0.08,Slaves disembarked in Americas
90679,Pompadour,Liverpool,"West Central Africa and St. Helena, port unspecified",797,650,1759,,,,,,Slaves disembarked in Americas
90680,Pompadour,Liverpool,Sherbro,352,287,1761,,,,,,Slaves disembarked in Americas
90681,Molly,Liverpool,"Gold Coast, port unspecified",230,197,1757,,,,,,Slaves disembarked in Americas
90682,Salisbury,Liverpool,Cameroons,219,179,1758,,,,,,Slaves disembarked in Americas
90683,Juba,Liverpool,Sierra Leone estuary,232,199,1758,,,,,,Slaves disembarked in Americas
90684,Glory,Liverpool,"West Central Africa and St. Helena, port unspecified",936,764,1758,,,,,,Slaves disembarked in Americas
90685,Glory,Liverpool,"Bight of Benin, port unspecified",632,516,1760,,,,,,Slaves disembarked in Americas
90686,Betty,Liverpool,"West Central Africa and St. Helena, port unspecified",230,197,1757,,,,,,"Slaves embarked, transhipped or no further record"
90687,Snapper,Liverpool,Banana Islands,180,160,1758,,,,,,Slaves disembarked in Americas
90688,Snapper,Liverpool,Banana Islands,214,190,1759,,,,,,Slaves disembarked in Americas
90689,Prince Tom,Liverpool,"West Central Africa and St. Helena, port unspecified",837,683,1758,,,,,,Slaves disembarked in Americas
90690,Antigua Packet,Liverpool,"Windward Coast, port unspecified",203,201,1758,,,,2,0.01,Slaves disembarked in Americas
90691,Antigua Packet,Liverpool,"Windward Coast, port unspecified",250,214,1759,,,,,,Slaves disembarked in Americas
90692,Antigua Packet,Liverpool,Iles de Los,230,197,1760,,,,,,Slaves disembarked in Americas
90693,Perfect,Liverpool,"Africa., port unspecified",255,218,1758,,,,,,Slaves disembarked in Americas
90694,Nancy,Liverpool,"Gold Coast, port unspecified",290,252,1758,0.49798,0.13765,0.36437,,,Slaves disembarked in Americas
90695,Nancy,Liverpool,Anomabu,240,205,1760,,,,,,Slaves disembarked in Americas
90696,Polly,Liverpool,Gambia,145,118,1758,0.47458,0.20339,0.32203,,,Slaves disembarked in Americas
90698,Whydah,Liverpool,,,,1757,,,,,,No slaves embarked
90699,Hazard,Liverpool,Calabar,504,411,1758,,,,,,Slaves disembarked in Americas
90700,Hazard,Liverpool,Calabar,377,308,1759,,,,,,Slaves disembarked in Americas
90701,Hazard,Liverpool,Calabar,404,330,1761,,,,,,Slaves disembarked in Americas
90702,Livesley,Liverpool,Calabar,396,323,1758,,,,,,Slaves disembarked in Americas
90703,Fame,Liverpool,Loango,257,210,1761,,,,,,Slaves disembarked in Americas
90704,Richmond,Liverpool,Windward + Ivory + Gold + Benin,312,287,1759,,,,25,0.08,Slaves disembarked in Americas
90705,Richmond,Liverpool,"Gold Coast, port unspecified",340,321,1761,,,,19,0.06,Slaves disembarked in Americas
90706,Blundell,Liverpool,"West Central Africa and St. Helena, port unspecified",434,354,1759,,,,,,Slaves disembarked in Americas
90707,Blundell,Liverpool,"West Central Africa and St. Helena, port unspecified",352,287,1760,,,,,,Slaves disembarked in Americas
90708,Charming Peggy,Liverpool,Popo,227,201,1760,,,,,,Slaves disembarked in Americas
90709,Charming Peggy,Liverpool,Popo,148,131,1760,,,,,,Slaves disembarked in Americas
90710,Venus,Liverpool,Gambia,140,130,1759,,,,10,0.07,Slaves disembarked in Americas
90711,Venus,Liverpool,Gambia,230,197,1760,,,,,,Slaves disembarked in Americas
90712,Venus,Liverpool,Gambia,230,197,1761,,,,,,"Slaves embarked, transhipped or no further record"
90714,Isaac,Liverpool,,,,1758,,,,,,No slaves embarked
90715,Knutsford,Liverpool,Bonny,230,197,1761,,,,,,"Slaves embarked, transhipped or no further record"
90717,Britannia,Liverpool,"West Central Africa and St. Helena, port unspecified",270,220,1765,,,,,,Slaves disembarked in Americas
90718,Lively,Liverpool,Gambia,364,323,1758,,,,,,Slaves disembarked in Americas
90719,Defiance,Liverpool,,,,1758,,,,,,No slaves embarked
90720,Blakeney,Liverpool,Sierra Leone estuary,153,136,1760,,,,,,Slaves disembarked in Americas
90721,Blakeney,Liverpool,Sherbro,154,140,1763,,,,14,0.09,Slaves disembarked in Americas
90722,Blakeney,Liverpool,"Windward Coast, port unspecified",148,131,1764,,,,,,Slaves disembarked in Americas
90724,Biddy,Liverpool,Gambia,230,197,1758,,,,,,Slaves disembarked in Americas
90725,Molly,Liverpool,Anomabu,74,59,1758,0.30189,0.16981,0.5283,,,Slaves disembarked in Americas
90726,Mac,Liverpool,Benin,271,232,1758,,,,,,Slaves disembarked in Americas
90727,Shark,Liverpool,Anomabu,328,330,1759,,,,,,Slaves disembarked in Americas
90728,Active,Liverpool,Bonny,352,287,1758,,,,,,Slaves disembarked in Americas
90729,Prince of Bevern,Liverpool,"Africa., port unspecified",160,130,1759,,,,,,Slaves disembarked in Americas
90732,Racehorse,Liverpool,"Windward Coast, port unspecified",158,140,1759,,,,,,Slaves disembarked in Americas
90733,Racehorse,Liverpool,Windward + Ivory + Gold + Benin,135,120,1760,,,,,,Slaves disembarked in Americas
90734,Marlborough,Liverpool,"Bight of Benin, port unspecified",359,293,1759,,,,,,Slaves disembarked in Americas
90735,Marlborough,Liverpool,Calabar,300,280,1760,,,,20,0.07,Slaves disembarked in Americas
90736,Marlborough,Liverpool,"West Central Africa and St. Helena, port unspecified",322,263,1762,,,,,,Slaves disembarked in Americas
90737,Baltimore,Liverpool,Malembo,352,287,1760,,,,,,Slaves disembarked in Americas
90738,Willy,Liverpool,Gambia,80,71,1759,,,,,,Slaves disembarked in Americas
90739,Peggy,Liverpool,Windward + Ivory + Gold + Benin,270,190,1759,,,,80,0.3,Slaves disembarked in Americas
90741,Nanny,Liverpool,Saint-Louis,103,91,1760,,,,,,Slaves disembarked in Americas
90742,Nanny,Liverpool,Saint-Louis,90,,1760,,,,,,"Slaves embarked, transhipped or no further record"
90743,Ingram,Liverpool,Malembo,352,287,1759,,,,,,Slaves disembarked in Americas
90744,Perfect,Liverpool,Mano,104,104,1759,,,,,,Slaves perished with ship
90745,Calveley,Liverpool,Cameroons,60,53,1758,,,,,,Slaves disembarked in Americas
90746,Ann and Betty,Liverpool,"Windward Coast, port unspecified",139,123,1758,,,,,,Slaves disembarked in Americas
90747,Rose,Liverpool,Anomabu,460,400,1759,,,,60,0.13,Slaves disembarked in Americas
82327,Liverpool Hero,Liverpool,Calabar,560,230,1787,,,,330,0.59,Slaves disembarked in Americas
82328,Liverpool Hero,Liverpool,Calabar,419,286,1791,0.47902,0.36014,0.16084,,,Slaves disembarked in Americas
82329,Liverpool Hero,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",360,339,1792,0.47813,0.31487,0.207,21,0.06,Slaves disembarked in Americas
82330,Liverpool Hero,Liverpool,"Bight of Benin, port unspecified",,,1793,,,,,,Slaves perished with ship
82331,Liverpool Hero,Liverpool,"Gold Coast, port unspecified",359,328,1799,,,,,,Slaves disembarked in Americas
82332,Liverpool Hero,Liverpool,Porto Novo,359,,1800,,,,,,Slaves perished with ship
82335,London,Liverpool,Bonny,402,368,1799,,,,,,Slaves disembarked in Americas
82336,London,Liverpool,Bonny,324,297,1800,,,,,,Slaves disembarked in Americas
82339,Lord Charlemont,Liverpool,Malembo,332,304,1793,,,,,,Slaves disembarked in Americas
82340,Lord Duncan,Liverpool,Congo River,137,127,1800,,,,,,Slaves disembarked in Americas
82341,Lord Duncan,Liverpool,Benin,209,194,1799,,,,,,Slaves disembarked in Americas
82345,Lord Howe,Liverpool,Cameroons,233,213,1793,,,,,,Slaves disembarked in Americas
82346,Lord Nelson,Liverpool,"West Central Africa and St. Helena, port unspecified",393,360,1800,,,,,,Slaves disembarked in Americas
82347,Lord Nelson,Liverpool,Cape Mount (Cape Grand Mount),284,255,1801,,,,,,Slaves disembarked in Americas
82348,Lord Nelson,Liverpool,"Africa., port unspecified",301,271,1802,,,,,,Slaves disembarked in Americas
82349,Lord Nelson,Liverpool,"Africa., port unspecified",278,250,1803,,,,,,Slaves disembarked in Americas
82350,Lord Nelson,Liverpool,Cape Mount (Cape Grand Mount),413,371,1805,,,,,,Slaves disembarked in Americas
82351,Lord Nelson,Liverpool,,,,1805,,,,,,No slaves embarked
82352,Lord Nelson,Liverpool,New Calabar,287,258,1803,,,,,,Slaves disembarked in Americas
82353,Lord Nelson,Liverpool,"Africa., port unspecified",352,316,1804,,,,,,Slaves disembarked in Americas
82354,Lord Nelson,Liverpool,Bonny,310,279,1805,,,,,,Slaves disembarked in Americas
82355,Lord Rodney,Liverpool,Congo North,370,333,1804,,,,,,Slaves disembarked in Americas
82356,Lord Rodney,Liverpool,Congo River,410,369,1805,,,,,,Slaves disembarked in Americas
82357,Lord Rodney,Liverpool,"Gold Coast, port unspecified",372,334,1807,,,,,,Slaves disembarked in Americas
82358,Lord Saint Vincent,Liverpool,,,,1802,,,,,,No slaves embarked
82359,Bellona,Liverpool,Whydah,449,411,1782,,,,,,Slaves disembarked in Americas
82360,Bellona,Liverpool,Bonny,573,525,1784,,,,,,Slaves disembarked in Americas
82361,Bellona,Liverpool,Bonny,371,340,1785,,,,,,Slaves disembarked in Americas
82362,Maria,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",420,400,1787,,,,20,0.05,Slaves disembarked in Americas
82363,Lord Stanley,Liverpool,Calabar,328,300,1789,,,,,,Slaves disembarked in Americas
82364,Lord Stanley,Liverpool,"West Central Africa and St. Helena, port unspecified",355,346,1791,0.6185,0.22254,0.15896,,,Slaves disembarked in Americas
82365,Lord Stanley,Liverpool,"West Central Africa and St. Helena, port unspecified",390,372,1792,0.69355,0.23925,0.0672,,,Slaves disembarked in Americas
82366,Lord Stanley,Liverpool,Ambriz,391,388,1794,0.47938,0.24485,0.27577,3,0.01,Slaves disembarked in Americas
82367,Lord Stanley,Liverpool,Ambriz,398,365,1795,,,,,,Slaves disembarked in Americas
82368,Lord Stanley,Liverpool,Congo River,436,374,1797,0.59893,0.30749,0.09358,,,Slaves disembarked in Americas
82369,Lord Stanley,Liverpool,Calabar,420,385,1798,,,,,,Slaves disembarked in Americas
82370,Lord Stanley,Liverpool,"West Central Africa and St. Helena, port unspecified",421,386,1799,,,,,,Slaves disembarked in Americas
82371,Lord Stanley,Liverpool,Bonny,289,260,1801,,,,,,Slaves disembarked in Americas
82372,Lord Stanley,Liverpool,Bonny,277,249,1804,,,,,,Slaves disembarked in Americas
82374,Lord Thurlow,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",364,333,1800,,,,,,Slaves disembarked in Americas
82377,Lottery,Liverpool,Bonny,460,457,1796,0.59737,0.39825,0.00438,3,0.01,Slaves disembarked in Americas
82378,Lottery,Liverpool,Bonny,460,448,1797,,,,12,0.03,Slaves disembarked in Americas
82379,Lottery,Liverpool,Bonny,502,460,1798,,,,,,Slaves disembarked in Americas
82380,Lottery,Liverpool,Bonny,476,436,1800,,,,,,Slaves disembarked in Americas
82381,Lottery,Liverpool,Bonny,310,279,1801,,,,,,Slaves disembarked in Americas
82382,Lottery,Liverpool,Bonny,339,305,1802,,,,,,Slaves disembarked in Americas
82383,Lottery,Liverpool,"Africa., port unspecified",328,295,1804,,,,,,Slaves disembarked in Americas
82384,Lottery,Liverpool,Bonny,250,225,1807,,,,,,Slaves disembarked in Americas
82385,Louisa,Liverpool,Gambia,81,75,1786,,,,,,Slaves disembarked in Americas
82386,Louisa,Liverpool,Gambia,175,160,1788,0.50314,0.18239,0.31447,,,Slaves disembarked in Americas
82387,Louisa,Liverpool,New Calabar,275,252,1792,0.44395,0.35426,0.20179,,,Slaves disembarked in Americas
82388,Louisa,Liverpool,New Calabar,343,233,1793,0.54936,0.22747,0.22318,,,Slaves disembarked in Americas
82389,Louisa,Liverpool,Ambriz,240,233,1794,0.5625,0.22083,0.21667,7,0.03,Slaves disembarked in Americas
82390,Louisa,Liverpool,Ambriz,240,222,1795,0.56757,0.32883,0.1036,,,Slaves disembarked in Americas
82391,Louisa,Liverpool,Malembo,497,455,1798,,,,,,Slaves disembarked in Americas
82392,Louisa,Liverpool,Bonny,495,453,1800,,,,,,Slaves disembarked in Americas
82393,Louisa,Liverpool,Bonny,310,279,1801,,,,,,Slaves disembarked in Americas
82394,Louisa,Liverpool,Bonny,363,326,1802,,,,,,Slaves disembarked in Americas
82395,Louisa,Liverpool,"West Central Africa and St. Helena, port unspecified",343,308,1804,,,,,,Slaves disembarked in Americas
82396,Louisa,Liverpool,"Africa., port unspecified",310,279,1804,,,,,,Slaves disembarked in Americas
82402,Lovely Lass,Liverpool,,,,1797,,,,,,No slaves embarked
82403,Lucy,Liverpool,New Calabar,359,328,1800,,,,,,Slaves disembarked in Americas
82404,Lucy,Liverpool,Goree,310,279,1801,,,,,,Slaves disembarked in Americas
82405,Lucy,Liverpool,"Africa., port unspecified",310,279,1806,,,,,,Slaves disembarked in Americas
82406,Lucy,Liverpool,Calabar,310,279,1806,,,,,,Slaves disembarked in Americas
82407,Lucy,Liverpool,Bonny,266,239,1806,,,,,,Slaves disembarked in Americas
82408,Lucy,Liverpool,Accra,291,262,1808,,,,,,Slaves disembarked in Americas
82409,Lune,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",319,292,1799,,,,,,Slaves disembarked in Americas
82410,Lune,Liverpool,,,,1800,,,,,,No slaves embarked
82412,Macclesfield,Liverpool,Congo River,331,298,1804,,,,,,Slaves disembarked in Americas
82413,Macclesfield,Liverpool,Bonny,310,279,1806,,,,,,Slaves disembarked in Americas
82414,Macclesfield,Liverpool,Bonny,310,279,1806,,,,,,Slaves disembarked in Americas
82415,Madam Pookata,Liverpool,Cabinda,224,208,1783,,,,,,Slaves disembarked in Americas
82416,Isaac,Liverpool,Iles de Los,194,180,1784,,,,,,Slaves disembarked in Americas
82417,Madam Pookata,Liverpool,Ambriz,209,208,1786,,,,1,0.0,Slaves disembarked in Americas
82418,Madam Pookata,Liverpool,Ambriz,165,164,1787,0.50909,0.18788,0.30723,1,0.01,Slaves disembarked in Americas
82419,Madam Pookata,Liverpool,Ambriz,195,191,1788,,,,4,0.02,Slaves disembarked in Americas
82420,Madam Pookata,Liverpool,"West Central Africa and St. Helena, port unspecified",190,176,1789,0.38636,0.23295,0.38068,,,Slaves disembarked in Americas
82421,Madam Pookata,Liverpool,"West Central Africa and St. Helena, port unspecified",186,173,1789,0.50289,0.24277,0.25434,,,Slaves disembarked in Americas
82422,Madam Pookata,Liverpool,Cabinda,123,122,1791,0.40164,0.19672,0.40164,1,0.01,Slaves disembarked in Americas
82423,Madam Pookata,Liverpool,"West Central Africa and St. Helena, port unspecified",173,168,1792,0.50296,0.22485,0.27219,5,0.03,Slaves disembarked in Americas
82424,Madam Pookata,Liverpool,"Africa., port unspecified",210,195,1793,,,,,,Slaves disembarked in Americas
82428,Manchester,Liverpool,"Africa., port unspecified",359,328,1794,,,,,,Slaves disembarked in Americas
82429,Manchester,Liverpool,"Africa., port unspecified",359,328,1795,,,,,,Slaves disembarked in Americas
82430,Manchester,Liverpool,,,,1796,,,,,,No slaves embarked
82431,Mandova Grove,Liverpool,"West Central Africa and St. Helena, port unspecified",132,114,1786,,,,18,0.14,Slaves disembarked in Americas
82432,Margaret,Liverpool,"West Central Africa and St. Helena, port unspecified",240,223,1798,,,,,,Slaves disembarked in Americas
82433,Margaret,Liverpool,"West Central Africa and St. Helena, port unspecified",239,222,1799,,,,,,Slaves disembarked in Americas
82434,Margaret,Liverpool,Gabon,106,97,1793,0.46226,0.25472,0.28302,9,0.08,Slaves disembarked in Americas
82435,Margaret,Liverpool,Sierra Leone estuary,198,181,1789,0.63536,0.35912,0.00552,,,Slaves disembarked in Americas
82436,Margaret,Liverpool,Sierra Leone estuary,209,207,1791,0.55072,0.21739,0.23188,,,Slaves disembarked in Americas
82437,Margaret,Liverpool,Sierra Leone estuary,187,186,1792,0.59043,0.23404,0.17553,1,0.01,Slaves disembarked in Americas
82438,Margaret,Liverpool,"Africa., port unspecified",310,279,1802,,,,,,Slaves disembarked in Americas
82439,Margaret,Liverpool,"Africa., port unspecified",268,241,1803,,,,,,Slaves disembarked in Americas
82440,Margaret,Liverpool,"Africa., port unspecified",277,249,1804,,,,,,Slaves disembarked in Americas
82441,Margaret,Liverpool,Congo North,289,260,1805,,,,,,Slaves disembarked in Americas
82442,Margaret,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",229,206,1806,,,,,,Slaves disembarked in Americas
82443,Margaret,Liverpool,Congo River,265,238,1808,,,,,,Slaves disembarked in Americas
82444,Margaret (a) Sally,Liverpool,Congo North,222,200,1804,,,,,,Slaves disembarked in Americas
82445,Margaret,Liverpool,Congo River,222,200,1805,,,,,,Slaves disembarked in Americas
82446,Margaret,Liverpool,"Senegambia and offshore Atlantic, port unspecified",167,150,1806,,,,,,Slaves disembarked in Americas
82447,Margaret,Liverpool,Congo River,310,279,1807,,,,,,Slaves disembarked in Americas
82448,Margaret and Eliza,Liverpool,"West Central Africa and St. Helena, port unspecified",273,250,1803,,,,,,Slaves disembarked in Americas
82449,Margery,Liverpool,Cape Mount (Cape Grand Mount),270,247,1790,0.41296,0.25506,0.33198,,,Slaves disembarked in Americas
82450,Margery,Liverpool,Gambia,299,274,1792,0.4781,0.27372,0.24818,,,Slaves disembarked in Americas
82451,Margery,Liverpool,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",284,259,1793,,,,25,0.09,Slaves disembarked in Americas
82452,Margery,Liverpool,,,,1794,,,,,,No slaves embarked
82454,Margery and Mary,Liverpool,Sierra Leone estuary,182,168,1807,,,,,,Slaves disembarked in Americas
82456,Maria,Liverpool,"West Central Africa and St. Helena, port unspecified",126,117,1799,,,,,,Slaves disembarked in Americas
82458,Maria,Liverpool,Ambriz,180,176,1798,0.48295,0.26705,0.25,4,0.02,Slaves disembarked in Americas
82459,Maria,Liverpool,"Africa., port unspecified",359,328,1795,,,,,,Slaves disembarked in Americas
82461,Maria,Liverpool,Cape Mount (Cape Grand Mount),393,360,1798,,,,,,Slaves disembarked in Americas
82462,Maria,Liverpool,,,,1799,,,,,,No slaves embarked
82463,Maria,Liverpool,Calabar,310,279,1803,,,,,,Slaves disembarked in Americas
82464,Maria,Liverpool,Bonny,395,355,1804,,,,,,Slaves disembarked in Americas
82465,Maria,Liverpool,Bonny,368,331,1805,,,,,,Slaves disembarked in Americas
82466,Maria,Liverpool,Bonny,403,362,1807,,,,,,Slaves disembarked in Americas
82467,Lord Stanley,Liverpool,Cameroons,223,204,1787,,,,,,Slaves disembarked in Americas
82468,Maria,Liverpool,Bimbia,359,328,1790,,,,,,Slaves disembarked in Americas
82477,Mars,Liverpool,"West Central Africa and St. Helena, port unspecified",215,197,1803,0.61735,0.08673,0.29592,,,Slaves disembarked in Americas
82478,Mars,Liverpool,"West Central Africa and St. Helena, port unspecified",226,207,1804,,,,,,Slaves disembarked in Americas
82479,Mars,Liverpool,Gambia,109,100,1806,,,,,,Slaves disembarked in Americas
